minsplit,maxdepth,CP,nsplit,rel error,xerror,xstd
24,28,0.01,13,0.253171176697124,0.519132845139733,0.035385375862099
25,28,0.01,13,0.253171176697124,0.520395687099465,0.0349960826936502
26,28,0.0138207363616421,9,0.305032059944618,0.527358665127925,0.0380328892687251
27,28,0.01,13,0.253171176697124,0.502748848375366,0.0369225000489212
28,28,0.0243740855494423,5,0.386279040961935,0.527000639028503,0.0393810366489841
29,28,0.01,12,0.266503845101715,0.513911050831678,0.0402018023854673
30,28,0.0228613994646326,6,0.361904955412492,0.504405091961578,0.0362874707951881
31,28,0.01,12,0.266503845101715,0.547424018187178,0.0387764214527152
32,28,0.01,12,0.266503845101715,0.519231485145904,0.0363776724721865
33,28,0.0138207363616421,9,0.305032059944618,0.528518083126364,0.0357923620973598
34,28,0.01,12,0.266503845101715,0.506356103361701,0.0334624370558747
35,28,0.0158227715837251,8,0.320854831528344,0.543253106649245,0.0386707048126078
36,28,0.0158227715837251,8,0.320854831528344,0.53373534245082,0.0373006243419788
37,28,0.01,12,0.266503845101715,0.46865877691277,0.031821375985862
38,28,0.01,12,0.266503845101715,0.46332187298373,0.0314458107085075
39,28,0.01,12,0.266503845101715,0.500476479963992,0.0365856207311904
40,28,0.01,12,0.266503845101715,0.491462580195564,0.0321776285036164
20,29,0.01,13,0.253171176697124,0.505270403483991,0.0355750606256706
21,29,0.0158227715837251,8,0.320854831528344,0.502544452497312,0.0336728598942585
22,29,0.0133876850011026,10,0.291211323582976,0.516654641694131,0.0375798325056863
23,29,0.0113197934801584,12,0.264490970177282,0.50726054244098,0.03324546229735
24,29,0.0133876850011026,10,0.291211323582976,0.5192107700131,0.0368494955297271
25,29,0.0113197934801584,12,0.264490970177282,0.501030693595314,0.0347988468598794
26,29,0.01,13,0.253171176697124,0.502088474256494,0.0355376889415244
27,29,0.0113197934801584,12,0.264490970177282,0.486803648117752,0.034001088184349
28,29,0.0138207363616421,9,0.305032059944618,0.523409016774548,0.0336911342573093
29,29,0.01,12,0.266503845101715,0.491446869275581,0.0351818264177592
30,29,0.0158227715837251,8,0.320854831528344,0.52798568613585,0.0369533617183878
31,29,0.0158227715837251,8,0.320854831528344,0.527004179597932,0.0363193445483299
32,29,0.0158227715837251,8,0.320854831528344,0.502175009758607,0.0356340512167154
33,29,0.0138207363616421,9,0.305032059944618,0.490453084718348,0.0351782800656524
34,29,0.01,12,0.266503845101715,0.507310358208251,0.0378257336064248
35,29,0.01,12,0.266503845101715,0.483143670180867,0.0323278839133467
36,29,0.01,12,0.266503845101715,0.466275960097382,0.0319447559085873
37,29,0.01,12,0.266503845101715,0.523155957778503,0.0375728579033339
38,29,0.01,12,0.266503845101715,0.488130417554963,0.0324676414453973
39,29,0.01,12,0.266503845101715,0.540895289573112,0.0358246705668996
40,29,0.01,12,0.266503845101715,0.500610934621586,0.0344018740455992
20,30,0.0133876850011026,10,0.291211323582976,0.499326136732825,0.0374797400650642
